INSTANCE,ALGORITHM,SEED,STATUS,OBJECTIVE,TIME.SEC,ITERATIONS,RELAXATION,OPT.GAP
ORCS-075-10-I-20-01,ils,17,SUBOPTIMAL,69,5.144,5,,
ORCS-075-10-I-20-01,ils,19,SUBOPTIMAL,69,5.123,5,,
ORCS-075-10-I-20-01,ils,23,SUBOPTIMAL,69,5.115,5,,
ORCS-075-10-I-20-01,ils,29,SUBOPTIMAL,69,5.129,5,,
ORCS-075-10-I-20-02,ils,2,SUBOPTIMAL,72,3.92,5,,
ORCS-075-10-I-20-02,ils,3,SUBOPTIMAL,72,3.974,5,,
ORCS-075-10-I-20-02,ils,5,SUBOPTIMAL,72,4.019,5,,
ORCS-075-10-I-20-02,ils,7,SUBOPTIMAL,72,4.022,5,,
ORCS-075-10-I-20-02,ils,11,SUBOPTIMAL,72,3.955,5,,
ORCS-075-10-I-20-02,ils,13,SUBOPTIMAL,72,3.965,5,,
ORCS-075-10-I-20-02,ils,17,SUBOPTIMAL,72,3.943,5,,
ORCS-075-10-I-20-02,ils,19,SUBOPTIMAL,72,3.926,5,,
ORCS-075-10-I-20-02,ils,23,SUBOPTIMAL,72,3.988,5,,
ORCS-075-10-I-20-02,ils,29,SUBOPTIMAL,72,3.959,5,,
ORCS-075-10-I-20-03,ils,2,SUBOPTIMAL,71,7.496,5,,
ORCS-075-10-I-20-03,ils,3,SUBOPTIMAL,71,7.504,5,,
ORCS-075-10-I-20-03,ils,5,SUBOPTIMAL,71,7.507,5,,
ORCS-075-10-I-20-03,ils,7,SUBOPTIMAL,71,7.479,5,,
ORCS-075-10-I-20-03,ils,11,SUBOPTIMAL,71,7.503,5,,
ORCS-075-10-I-20-03,ils,13,SUBOPTIMAL,71,7.468,5,,
ORCS-075-10-I-20-03,ils,17,SUBOPTIMAL,71,7.527,5,,
ORCS-075-10-I-20-03,ils,19,SUBOPTIMAL,71,7.475,5,,
ORCS-075-10-I-20-03,ils,23,SUBOPTIMAL,71,7.492,5,,
ORCS-075-10-I-20-03,ils,29,SUBOPTIMAL,71,7.456,5,,
ORCS-075-10-R-10-01,ils,2,SUBOPTIMAL,73,10.585,5,,
ORCS-075-10-R-10-01,ils,3,SUBOPTIMAL,73,10.532,5,,
ORCS-075-10-R-10-01,ils,5,SUBOPTIMAL,73,10.566,5,,
ORCS-075-10-R-10-01,ils,7,SUBOPTIMAL,73,10.724,5,,
ORCS-075-10-R-10-01,ils,11,SUBOPTIMAL,73,10.609,5,,
ORCS-075-10-R-10-01,ils,13,SUBOPTIMAL,73,10.541,5,,
ORCS-075-10-R-10-01,ils,17,SUBOPTIMAL,73,10.61,5,,
ORCS-075-10-R-10-01,ils,19,SUBOPTIMAL,73,10.553,5,,
ORCS-075-10-R-10-01,ils,23,SUBOPTIMAL,73,10.569,5,,
ORCS-075-10-R-10-01,ils,29,SUBOPTIMAL,73,10.607,5,,
ORCS-075-10-R-10-02,ils,2,SUBOPTIMAL,71,16.974,5,,
ORCS-075-10-R-10-02,ils,3,SUBOPTIMAL,71,17.044,5,,
ORCS-075-10-R-10-02,ils,5,SUBOPTIMAL,71,16.939,5,,
ORCS-075-10-R-10-02,ils,7,SUBOPTIMAL,71,17.009,5,,
ORCS-075-10-R-10-02,ils,11,SUBOPTIMAL,71,17.034,5,,
ORCS-075-10-R-10-02,ils,13,SUBOPTIMAL,71,17.08,5,,
ORCS-075-10-R-10-02,ils,17,SUBOPTIMAL,71,16.992,5,,
ORCS-075-10-R-10-02,ils,19,SUBOPTIMAL,71,17.132,5,,
ORCS-075-10-R-10-02,ils,23,SUBOPTIMAL,71,17.093,5,,
ORCS-075-10-R-10-02,ils,29,SUBOPTIMAL,71,16.105,5,,
ORCS-075-10-R-10-03,ils,2,SUBOPTIMAL,73,11.448,5,,
ORCS-075-10-R-10-03,ils,3,SUBOPTIMAL,73,11.416,5,,
ORCS-075-10-R-10-03,ils,5,SUBOPTIMAL,73,11.401,5,,
ORCS-075-10-R-10-03,ils,7,SUBOPTIMAL,73,11.438,5,,
ORCS-075-10-R-10-03,ils,11,SUBOPTIMAL,73,11.421,5,,
ORCS-075-10-R-10-03,ils,13,SUBOPTIMAL,73,11.479,5,,
ORCS-075-10-R-10-03,ils,17,SUBOPTIMAL,73,11.408,5,,
ORCS-075-10-R-10-03,ils,19,SUBOPTIMAL,73,11.463,5,,
ORCS-075-10-R-10-03,ils,23,SUBOPTIMAL,73,11.369,5,,
ORCS-075-10-R-10-03,ils,29,SUBOPTIMAL,73,11.39,5,,
ORCS-075-10-R-20-01,ils,2,SUBOPTIMAL,72,11.202,5,,
ORCS-075-10-R-20-01,ils,3,SUBOPTIMAL,72,11.101,5,,
ORCS-075-10-R-20-01,ils,5,SUBOPTIMAL,72,11.124,5,,
ORCS-075-10-R-20-01,ils,7,SUBOPTIMAL,72,11.099,5,,
ORCS-075-10-R-20-01,ils,11,SUBOPTIMAL,72,11.199,5,,
ORCS-075-10-R-20-01,ils,13,SUBOPTIMAL,72,11.121,5,,
ORCS-075-10-R-20-01,ils,17,SUBOPTIMAL,72,11.105,5,,
ORCS-075-10-R-20-01,ils,19,SUBOPTIMAL,72,11.106,5,,
ORCS-075-10-R-20-01,ils,23,SUBOPTIMAL,72,11.112,5,,
ORCS-075-10-R-20-01,ils,29,SUBOPTIMAL,72,11.187,5,,
ORCS-075-10-R-20-02,ils,2,SUBOPTIMAL,74,10.556,5,,
ORCS-075-10-R-20-02,ils,3,SUBOPTIMAL,74,10.644,5,,
ORCS-075-10-R-20-02,ils,5,SUBOPTIMAL,74,10.597,5,,
ORCS-075-10-R-20-02,ils,7,SUBOPTIMAL,74,10.544,5,,
ORCS-075-10-R-20-02,ils,11,SUBOPTIMAL,74,10.688,5,,
ORCS-075-10-R-20-02,ils,13,SUBOPTIMAL,74,10.577,5,,
ORCS-075-10-R-20-02,ils,17,SUBOPTIMAL,74,10.526,5,,
ORCS-075-10-R-20-02,ils,19,SUBOPTIMAL,74,10.589,5,,
ORCS-075-10-R-20-02,ils,23,SUBOPTIMAL,74,10.561,5,,
ORCS-075-10-R-20-02,ils,29,SUBOPTIMAL,74,10.664,5,,
ORCS-075-10-R-20-03,ils,2,SUBOPTIMAL,77,10.089,5,,
ORCS-075-10-R-20-03,ils,3,SUBOPTIMAL,77,9.913,5,,
ORCS-075-10-R-20-03,ils,5,SUBOPTIMAL,77,9.999,5,,
ORCS-075-10-R-20-03,ils,7,SUBOPTIMAL,77,9.945,5,,
ORCS-075-10-R-20-03,ils,11,SUBOPTIMAL,77,9.948,5,,
ORCS-075-10-R-20-03,ils,13,SUBOPTIMAL,77,9.927,5,,
ORCS-075-10-R-20-03,ils,17,SUBOPTIMAL,77,9.943,5,,
ORCS-075-10-R-20-03,ils,19,SUBOPTIMAL,77,10.006,5,,
ORCS-075-10-R-20-03,ils,23,SUBOPTIMAL,77,9.924,5,,
ORCS-075-10-R-20-03,ils,29,SUBOPTIMAL,77,9.915,5,,
ORCS-075-10-S-10-01,ils,2,SUBOPTIMAL,95,3.58,5,,
ORCS-075-10-S-10-01,ils,3,SUBOPTIMAL,95,3.468,5,,
ORCS-075-10-S-10-01,ils,5,SUBOPTIMAL,95,3.472,5,,
ORCS-075-10-S-10-01,ils,7,SUBOPTIMAL,95,3.454,5,,
ORCS-075-10-S-10-01,ils,11,SUBOPTIMAL,95,3.473,5,,
ORCS-075-10-S-10-01,ils,13,SUBOPTIMAL,95,3.477,5,,
ORCS-075-10-S-10-01,ils,17,SUBOPTIMAL,95,3.465,5,,
ORCS-075-10-S-10-01,ils,19,SUBOPTIMAL,95,3.53,5,,
ORCS-075-10-S-10-01,ils,23,SUBOPTIMAL,95,3.494,5,,
ORCS-075-10-S-10-01,ils,29,SUBOPTIMAL,95,3.466,5,,
ORCS-075-10-S-10-02,ils,2,SUBOPTIMAL,95,2.017,5,,
ORCS-075-10-S-10-02,ils,3,SUBOPTIMAL,95,1.634,5,,
ORCS-075-10-S-10-02,ils,5,SUBOPTIMAL,95,1.622,5,,
ORCS-075-10-S-10-02,ils,7,SUBOPTIMAL,95,1.657,5,,
ORCS-075-10-S-10-02,ils,11,SUBOPTIMAL,95,1.623,5,,
ORCS-075-10-S-10-02,ils,13,SUBOPTIMAL,95,1.632,5,,
ORCS-075-10-S-10-02,ils,17,SUBOPTIMAL,95,1.635,5,,
ORCS-075-10-S-10-02,ils,19,SUBOPTIMAL,95,1.632,5,,
ORCS-075-10-S-10-02,ils,23,SUBOPTIMAL,95,1.717,5,,
ORCS-075-10-S-10-02,ils,29,SUBOPTIMAL,95,1.63,5,,
ORCS-075-10-S-10-03,ils,2,SUBOPTIMAL,95,3.661,5,,
ORCS-075-10-S-10-03,ils,3,SUBOPTIMAL,95,3.68,5,,
ORCS-075-10-S-10-03,ils,5,SUBOPTIMAL,95,3.638,5,,
ORCS-075-10-S-10-03,ils,7,SUBOPTIMAL,95,3.666,5,,
ORCS-075-10-S-10-03,ils,11,SUBOPTIMAL,95,3.652,5,,
ORCS-075-10-S-10-03,ils,13,SUBOPTIMAL,95,3.661,5,,
ORCS-075-10-S-10-03,ils,17,SUBOPTIMAL,95,3.654,5,,
ORCS-075-10-S-10-03,ils,19,SUBOPTIMAL,95,3.657,5,,
ORCS-075-10-S-10-03,ils,23,SUBOPTIMAL,95,3.669,5,,
ORCS-075-10-S-10-03,ils,29,SUBOPTIMAL,95,3.72,5,,
ORCS-075-10-S-20-01,ils,2,SUBOPTIMAL,121,6.481,5,,
ORCS-075-10-S-20-01,ils,3,SUBOPTIMAL,121,6.499,5,,
ORCS-075-10-S-20-01,ils,5,SUBOPTIMAL,121,6.486,5,,
ORCS-075-10-S-20-01,ils,7,SUBOPTIMAL,121,6.511,5,,
ORCS-075-10-S-20-01,ils,11,SUBOPTIMAL,121,6.484,5,,
ORCS-075-10-S-20-01,ils,13,SUBOPTIMAL,121,6.505,5,,
ORCS-075-10-S-20-01,ils,17,SUBOPTIMAL,121,6.497,5,,
ORCS-075-10-S-20-01,ils,19,SUBOPTIMAL,121,6.481,5,,
ORCS-075-10-S-20-01,ils,23,SUBOPTIMAL,121,6.502,5,,
ORCS-075-10-S-20-01,ils,29,SUBOPTIMAL,121,6.475,5,,
ORCS-075-10-S-20-02,ils,2,SUBOPTIMAL,119,3.484,5,,
ORCS-075-10-S-20-02,ils,3,SUBOPTIMAL,119,3.473,5,,
ORCS-075-10-S-20-02,ils,5,SUBOPTIMAL,119,3.479,5,,
ORCS-075-10-S-20-02,ils,7,SUBOPTIMAL,119,3.484,5,,
ORCS-075-10-S-20-02,ils,11,SUBOPTIMAL,119,3.468,5,,
ORCS-075-10-S-20-02,ils,13,SUBOPTIMAL,119,3.486,5,,
ORCS-075-10-S-20-02,ils,17,SUBOPTIMAL,119,3.476,5,,
ORCS-075-10-S-20-02,ils,19,SUBOPTIMAL,119,3.473,5,,
ORCS-075-10-S-20-02,ils,23,SUBOPTIMAL,119,3.481,5,,
ORCS-075-10-S-20-02,ils,29,SUBOPTIMAL,119,3.586,5,,
ORCS-075-10-S-20-03,ils,2,SUBOPTIMAL,117,4.99,5,,
ORCS-075-10-S-20-03,ils,3,SUBOPTIMAL,117,5.001,5,,
ORCS-075-10-S-20-03,ils,5,SUBOPTIMAL,117,4.981,5,,
ORCS-075-10-S-20-03,ils,7,SUBOPTIMAL,117,4.964,5,,
ORCS-075-10-S-20-03,ils,11,SUBOPTIMAL,117,4.991,5,,
ORCS-075-10-S-20-03,ils,13,SUBOPTIMAL,117,4.986,5,,
ORCS-075-10-S-20-03,ils,17,SUBOPTIMAL,117,5.032,5,,
ORCS-075-10-S-20-03,ils,19,SUBOPTIMAL,117,5.021,5,,
ORCS-075-10-S-20-03,ils,23,SUBOPTIMAL,117,5.003,5,,
ORCS-075-10-S-20-03,ils,29,SUBOPTIMAL,117,4.985,5,,
ORCS-075-10-T-10-01,ils,2,SUBOPTIMAL,77,3.098,5,,
ORCS-075-10-T-10-01,ils,3,SUBOPTIMAL,77,3.081,5,,
ORCS-075-10-T-10-01,ils,5,SUBOPTIMAL,77,3.081,5,,
ORCS-075-10-T-10-01,ils,7,SUBOPTIMAL,77,3.128,5,,
ORCS-075-10-T-10-01,ils,11,SUBOPTIMAL,77,3.118,5,,
ORCS-075-10-T-10-01,ils,13,SUBOPTIMAL,77,3.091,5,,
ORCS-075-10-T-10-01,ils,17,SUBOPTIMAL,77,3.116,5,,
ORCS-075-10-T-10-01,ils,19,SUBOPTIMAL,77,3.097,5,,
ORCS-075-10-T-10-01,ils,23,SUBOPTIMAL,77,3.08,5,,
ORCS-075-10-T-10-01,ils,29,SUBOPTIMAL,77,3.072,5,,
ORCS-075-10-T-10-02,ils,2,SUBOPTIMAL,75,6.634,5,,
ORCS-075-10-T-10-02,ils,3,SUBOPTIMAL,75,6.649,5,,
ORCS-075-10-T-10-02,ils,5,SUBOPTIMAL,75,6.65,5,,
ORCS-075-10-T-10-02,ils,7,SUBOPTIMAL,75,6.644,5,,
ORCS-075-10-T-10-02,ils,11,SUBOPTIMAL,75,6.656,5,,
ORCS-075-10-T-10-02,ils,13,SUBOPTIMAL,75,6.577,5,,
ORCS-075-10-T-10-02,ils,17,SUBOPTIMAL,75,6.598,5,,
ORCS-075-10-T-10-02,ils,19,SUBOPTIMAL,75,6.753,5,,
ORCS-075-10-T-10-02,ils,23,SUBOPTIMAL,75,6.685,5,,
ORCS-075-10-T-10-02,ils,29,SUBOPTIMAL,75,6.631,5,,
ORCS-075-10-T-10-03,ils,2,SUBOPTIMAL,76,1.503,5,,
ORCS-075-10-T-10-03,ils,3,SUBOPTIMAL,76,1.51,5,,
ORCS-075-10-T-10-03,ils,5,SUBOPTIMAL,76,1.507,5,,
ORCS-075-10-T-10-03,ils,7,SUBOPTIMAL,76,1.508,5,,
ORCS-075-10-T-10-03,ils,11,SUBOPTIMAL,76,1.521,5,,
ORCS-075-10-T-10-03,ils,13,SUBOPTIMAL,76,1.512,5,,
ORCS-075-10-T-10-03,ils,17,SUBOPTIMAL,76,1.507,5,,
ORCS-075-10-T-10-03,ils,19,SUBOPTIMAL,76,1.502,5,,
ORCS-075-10-T-10-03,ils,23,SUBOPTIMAL,76,1.507,5,,
ORCS-075-10-T-10-03,ils,29,SUBOPTIMAL,76,1.51,5,,
ORCS-075-10-T-20-01,ils,2,SUBOPTIMAL,89,7.024,5,,
ORCS-075-10-T-20-01,ils,3,SUBOPTIMAL,89,6.982,5,,
ORCS-075-10-T-20-01,ils,5,SUBOPTIMAL,89,7.038,5,,
ORCS-075-10-T-20-01,ils,7,SUBOPTIMAL,89,6.98,5,,
ORCS-075-10-T-20-01,ils,11,SUBOPTIMAL,89,6.984,5,,
ORCS-075-10-T-20-01,ils,13,SUBOPTIMAL,89,6.981,5,,
ORCS-075-10-T-20-01,ils,17,SUBOPTIMAL,89,7,5,,
ORCS-075-10-T-20-01,ils,19,SUBOPTIMAL,89,6.995,5,,
ORCS-075-10-T-20-01,ils,23,SUBOPTIMAL,89,7.055,5,,
ORCS-075-10-T-20-01,ils,29,SUBOPTIMAL,89,7.037,5,,
ORCS-075-10-T-20-02,ils,2,SUBOPTIMAL,84,5.856,5,,
ORCS-075-10-T-20-02,ils,3,SUBOPTIMAL,84,5.872,5,,
ORCS-075-10-T-20-02,ils,5,SUBOPTIMAL,84,5.831,5,,
ORCS-075-10-T-20-02,ils,7,SUBOPTIMAL,84,5.86,5,,
ORCS-075-10-T-20-02,ils,11,SUBOPTIMAL,84,5.858,5,,
ORCS-075-10-T-20-02,ils,13,SUBOPTIMAL,84,5.91,5,,
ORCS-075-10-T-20-02,ils,17,SUBOPTIMAL,84,5.886,5,,
ORCS-075-10-T-20-02,ils,19,SUBOPTIMAL,84,5.848,5,,
ORCS-075-10-T-20-02,ils,23,SUBOPTIMAL,84,5.879,5,,
ORCS-075-10-T-20-02,ils,29,SUBOPTIMAL,84,5.873,5,,
ORCS-075-10-T-20-03,ils,2,SUBOPTIMAL,84,4.443,5,,
ORCS-075-10-T-20-03,ils,3,SUBOPTIMAL,84,4.461,5,,
ORCS-075-10-T-20-03,ils,5,SUBOPTIMAL,84,4.419,5,,
ORCS-075-10-T-20-03,ils,7,SUBOPTIMAL,84,4.44,5,,
ORCS-075-10-T-20-03,ils,11,SUBOPTIMAL,84,4.44,5,,
ORCS-075-10-T-20-03,ils,13,SUBOPTIMAL,84,4.453,5,,
ORCS-075-10-T-20-03,ils,17,SUBOPTIMAL,84,4.433,5,,
ORCS-075-10-T-20-03,ils,19,SUBOPTIMAL,84,4.433,5,,
ORCS-075-10-T-20-03,ils,23,SUBOPTIMAL,84,4.471,5,,
ORCS-075-10-T-20-03,ils,29,SUBOPTIMAL,84,4.426,5,,
ORCS-075-15-I-10-01,ils,2,SUBOPTIMAL,48,1.565,5,,
ORCS-075-15-I-10-01,ils,3,SUBOPTIMAL,48,1.572,5,,
ORCS-075-15-I-10-01,ils,5,SUBOPTIMAL,48,1.572,5,,
ORCS-075-15-I-10-01,ils,7,SUBOPTIMAL,48,1.572,5,,
ORCS-075-15-I-10-01,ils,11,SUBOPTIMAL,48,1.584,5,,
ORCS-075-15-I-10-01,ils,13,SUBOPTIMAL,48,1.565,5,,
ORCS-075-15-I-10-01,ils,17,SUBOPTIMAL,48,1.574,5,,
ORCS-075-15-I-10-01,ils,19,SUBOPTIMAL,48,1.564,5,,
ORCS-075-15-I-10-01,ils,23,SUBOPTIMAL,48,1.567,5,,
ORCS-075-15-I-10-01,ils,29,SUBOPTIMAL,48,1.566,5,,
ORCS-075-15-I-10-02,ils,2,SUBOPTIMAL,47,7.513,5,,
ORCS-075-15-I-10-02,ils,3,SUBOPTIMAL,47,7.51,5,,
ORCS-075-15-I-10-02,ils,5,SUBOPTIMAL,47,7.489,5,,
ORCS-075-15-I-10-02,ils,7,SUBOPTIMAL,47,7.528,5,,
ORCS-075-15-I-10-02,ils,11,SUBOPTIMAL,47,7.48,5,,
ORCS-075-15-I-10-02,ils,13,SUBOPTIMAL,47,7.522,5,,
ORCS-075-15-I-10-02,ils,17,SUBOPTIMAL,47,7.469,5,,
ORCS-075-15-I-10-02,ils,19,SUBOPTIMAL,47,7.523,5,,
ORCS-075-15-I-10-02,ils,23,SUBOPTIMAL,47,7.478,5,,
ORCS-075-15-I-10-02,ils,29,SUBOPTIMAL,47,7.496,5,,
ORCS-075-15-I-10-03,ils,2,SUBOPTIMAL,51,1.85,5,,
ORCS-075-15-I-10-03,ils,3,SUBOPTIMAL,51,1.841,5,,
ORCS-075-15-I-10-03,ils,5,SUBOPTIMAL,51,1.843,5,,
ORCS-075-15-I-10-03,ils,7,SUBOPTIMAL,51,1.851,5,,
ORCS-075-15-I-10-03,ils,11,SUBOPTIMAL,51,1.845,5,,
ORCS-075-15-I-10-03,ils,13,SUBOPTIMAL,51,1.84,5,,
ORCS-075-15-I-10-03,ils,17,SUBOPTIMAL,51,1.85,5,,
ORCS-075-15-I-10-03,ils,19,SUBOPTIMAL,51,1.846,5,,
ORCS-075-15-I-10-03,ils,23,SUBOPTIMAL,51,1.843,5,,
ORCS-075-15-I-10-03,ils,29,SUBOPTIMAL,51,1.847,5,,
ORCS-075-15-I-20-01,ils,2,SUBOPTIMAL,48,7.496,5,,
ORCS-075-15-I-20-01,ils,3,SUBOPTIMAL,48,7.501,5,,
ORCS-075-15-I-20-01,ils,5,SUBOPTIMAL,48,7.456,5,,
ORCS-075-15-I-20-01,ils,7,SUBOPTIMAL,48,7.532,5,,
ORCS-075-15-I-20-01,ils,11,SUBOPTIMAL,48,7.469,5,,
ORCS-075-15-I-20-01,ils,13,SUBOPTIMAL,48,7.471,5,,
ORCS-075-15-I-20-01,ils,17,SUBOPTIMAL,48,7.424,5,,
ORCS-075-15-I-20-01,ils,19,SUBOPTIMAL,48,7.493,5,,
ORCS-075-15-I-20-01,ils,23,SUBOPTIMAL,48,7.477,5,,
ORCS-075-15-I-20-01,ils,29,SUBOPTIMAL,48,7.448,5,,
ORCS-075-15-I-20-02,ils,2,SUBOPTIMAL,50,2.166,5,,
ORCS-075-15-I-20-02,ils,3,SUBOPTIMAL,50,2.177,5,,
ORCS-075-15-I-20-02,ils,5,SUBOPTIMAL,50,2.178,5,,
ORCS-075-15-I-20-02,ils,7,SUBOPTIMAL,50,2.179,5,,
ORCS-075-15-I-20-02,ils,11,SUBOPTIMAL,50,2.17,5,,
ORCS-075-15-I-20-02,ils,13,SUBOPTIMAL,50,2.324,5,,
ORCS-075-15-I-20-02,ils,17,SUBOPTIMAL,50,2.162,5,,
ORCS-075-15-I-20-02,ils,19,SUBOPTIMAL,50,2.192,5,,
ORCS-075-15-I-20-02,ils,23,SUBOPTIMAL,50,2.181,5,,
ORCS-075-15-I-20-02,ils,29,SUBOPTIMAL,50,2.174,5,,
ORCS-075-15-I-20-03,ils,2,SUBOPTIMAL,50,1.41,5,,
ORCS-075-15-I-20-03,ils,3,SUBOPTIMAL,50,1.409,5,,
ORCS-075-15-I-20-03,ils,5,SUBOPTIMAL,50,1.406,5,,
ORCS-075-15-I-20-03,ils,7,SUBOPTIMAL,50,1.406,5,,
ORCS-075-15-I-20-03,ils,11,SUBOPTIMAL,50,1.41,5,,
ORCS-075-15-I-20-03,ils,13,SUBOPTIMAL,50,1.423,5,,
ORCS-075-15-I-20-03,ils,17,SUBOPTIMAL,50,1.406,5,,
ORCS-075-15-I-20-03,ils,19,SUBOPTIMAL,50,1.417,5,,
ORCS-075-15-I-20-03,ils,23,SUBOPTIMAL,50,1.408,5,,
ORCS-075-15-I-20-03,ils,29,SUBOPTIMAL,50,1.405,5,,
ORCS-075-15-R-10-01,ils,2,SUBOPTIMAL,52,3.64,5,,
ORCS-075-15-R-10-01,ils,3,SUBOPTIMAL,52,3.663,5,,
ORCS-075-15-R-10-01,ils,5,SUBOPTIMAL,52,3.704,5,,
ORCS-075-15-R-10-01,ils,7,SUBOPTIMAL,52,3.637,5,,
ORCS-075-15-R-10-01,ils,11,SUBOPTIMAL,52,3.64,5,,
ORCS-075-15-R-10-01,ils,13,SUBOPTIMAL,52,3.658,5,,
ORCS-075-15-R-10-01,ils,17,SUBOPTIMAL,52,3.655,5,,
ORCS-075-15-R-10-01,ils,19,SUBOPTIMAL,52,3.636,5,,
ORCS-075-15-R-10-01,ils,23,SUBOPTIMAL,52,3.665,5,,
ORCS-075-15-R-10-01,ils,29,SUBOPTIMAL,52,3.642,5,,
ORCS-075-15-R-10-02,ils,2,SUBOPTIMAL,49,6.711,5,,
ORCS-075-15-R-10-02,ils,3,SUBOPTIMAL,49,6.777,5,,
ORCS-075-15-R-10-02,ils,5,SUBOPTIMAL,49,7.096,5,,
ORCS-075-15-R-10-02,ils,7,SUBOPTIMAL,49,6.748,5,,
ORCS-075-15-R-10-02,ils,11,SUBOPTIMAL,49,6.76,5,,
ORCS-075-15-R-10-02,ils,13,SUBOPTIMAL,49,6.744,5,,
ORCS-075-15-R-10-02,ils,17,SUBOPTIMAL,49,6.759,5,,
ORCS-075-15-R-10-02,ils,19,SUBOPTIMAL,49,6.751,5,,
ORCS-075-15-R-10-02,ils,23,SUBOPTIMAL,49,6.755,5,,
ORCS-075-15-R-10-02,ils,29,SUBOPTIMAL,49,6.703,5,,
ORCS-075-15-R-10-03,ils,2,SUBOPTIMAL,51,5.019,5,,
ORCS-075-15-R-10-03,ils,3,SUBOPTIMAL,51,5.001,5,,
ORCS-075-15-R-10-03,ils,5,SUBOPTIMAL,51,5.001,5,,
ORCS-075-15-R-10-03,ils,7,SUBOPTIMAL,51,5.012,5,,
ORCS-075-15-R-10-03,ils,11,SUBOPTIMAL,51,5.041,5,,
ORCS-075-15-R-10-03,ils,13,SUBOPTIMAL,51,5.031,5,,
ORCS-075-15-R-10-03,ils,17,SUBOPTIMAL,51,5.032,5,,
ORCS-075-15-R-10-03,ils,19,SUBOPTIMAL,51,5.069,5,,
ORCS-075-15-R-10-03,ils,23,SUBOPTIMAL,51,5.055,5,,
ORCS-075-15-R-10-03,ils,29,SUBOPTIMAL,51,5.047,5,,
ORCS-075-15-R-20-01,ils,2,SUBOPTIMAL,54,12.358,5,,
ORCS-075-15-R-20-01,ils,3,SUBOPTIMAL,54,12.143,5,,
ORCS-075-15-R-20-01,ils,5,SUBOPTIMAL,54,12.195,5,,
ORCS-075-15-R-20-01,ils,7,SUBOPTIMAL,54,12.162,5,,
ORCS-075-15-R-20-01,ils,11,SUBOPTIMAL,54,12.162,5,,
ORCS-075-15-R-20-01,ils,13,SUBOPTIMAL,54,12.146,5,,
ORCS-075-15-R-20-01,ils,17,SUBOPTIMAL,54,12.221,5,,
ORCS-075-15-R-20-01,ils,19,SUBOPTIMAL,54,12.198,5,,
ORCS-075-15-R-20-01,ils,23,SUBOPTIMAL,54,12.141,5,,
ORCS-075-15-R-20-01,ils,29,SUBOPTIMAL,54,12.155,5,,
ORCS-075-15-R-20-02,ils,2,SUBOPTIMAL,52,10.966,5,,
ORCS-075-15-R-20-02,ils,3,SUBOPTIMAL,52,10.903,5,,
ORCS-075-15-R-20-02,ils,5,SUBOPTIMAL,52,11.163,5,,
ORCS-075-15-R-20-02,ils,7,SUBOPTIMAL,52,10.915,5,,
ORCS-075-15-R-20-02,ils,11,SUBOPTIMAL,52,10.932,5,,
ORCS-075-15-R-20-02,ils,13,SUBOPTIMAL,52,10.965,5,,
ORCS-075-15-R-20-02,ils,17,SUBOPTIMAL,52,11.026,5,,
ORCS-075-15-R-20-02,ils,19,SUBOPTIMAL,52,10.941,5,,
ORCS-075-15-R-20-02,ils,23,SUBOPTIMAL,52,10.902,5,,
ORCS-075-15-R-20-02,ils,29,SUBOPTIMAL,52,10.984,5,,
ORCS-075-15-R-20-03,ils,2,SUBOPTIMAL,53,14.108,5,,
ORCS-075-15-R-20-03,ils,3,SUBOPTIMAL,53,14.153,5,,
ORCS-075-15-R-20-03,ils,5,SUBOPTIMAL,53,14.168,5,,
ORCS-075-15-R-20-03,ils,7,SUBOPTIMAL,53,14.232,5,,
ORCS-075-15-R-20-03,ils,11,SUBOPTIMAL,53,14.313,5,,
ORCS-075-15-R-20-03,ils,13,SUBOPTIMAL,53,14.028,5,,
ORCS-075-15-R-20-03,ils,17,SUBOPTIMAL,53,14.118,5,,
ORCS-075-15-R-20-03,ils,19,SUBOPTIMAL,53,14.176,5,,
ORCS-075-15-R-20-03,ils,23,SUBOPTIMAL,53,14.165,5,,
ORCS-075-15-R-20-03,ils,29,SUBOPTIMAL,53,14.145,5,,
ORCS-075-15-S-10-01,ils,2,SUBOPTIMAL,72,1.643,5,,
ORCS-075-15-S-10-01,ils,3,SUBOPTIMAL,72,1.701,5,,
ORCS-075-15-S-10-01,ils,5,SUBOPTIMAL,72,1.652,5,,
ORCS-075-15-S-10-01,ils,7,SUBOPTIMAL,72,1.641,5,,
ORCS-075-15-S-10-01,ils,11,SUBOPTIMAL,72,1.641,5,,
ORCS-075-15-S-10-01,ils,13,SUBOPTIMAL,72,1.652,5,,
ORCS-075-15-S-10-01,ils,17,SUBOPTIMAL,72,1.643,5,,
ORCS-075-15-S-10-01,ils,19,SUBOPTIMAL,72,1.653,5,,
ORCS-075-15-S-10-01,ils,23,SUBOPTIMAL,72,1.644,5,,
ORCS-075-15-S-10-01,ils,29,SUBOPTIMAL,72,1.642,5,,
ORCS-075-15-S-10-02,ils,2,SUBOPTIMAL,74,2.808,5,,
ORCS-075-15-S-10-02,ils,3,SUBOPTIMAL,74,2.81,5,,
ORCS-075-15-S-10-02,ils,5,SUBOPTIMAL,74,2.816,5,,
ORCS-075-15-S-10-02,ils,7,SUBOPTIMAL,74,2.812,5,,
ORCS-075-15-S-10-02,ils,11,SUBOPTIMAL,74,2.812,5,,
